Date,Production_Quantity,Sales_Price,Cost_Price,Profit_Percent,Market_Share,Customer_Satisfaction,Engine_Size_cc,Mileage_km_l,Warranty_Period_months,Safety_Rating,Color,Monthly_Advertising_Expense,DealershipLocationID
2011-08-03,624,76708.00,23621.00,12.39,0.27,1.06968,3990,6.37680,20,2,Black,8207,32
2011-08-04,449,23432.00,42002.00,6.12,9.18,1.35854,3422,7.01645,20,1,Red,3372,54
2011-08-05,545,51607.00,52026.00,16.59,6.46,1.35672,1813,19.33532,38,1,Red,5958,51
2011-08-06,864,58011.00,18960.00,15.83,4.17,3.08146,3828,12.70945,23,2,Blue,9116,55
2011-08-07,352,27136.00,36036.00,10.31,5.23,1.42594,2318,6.96290,12,1,Black,5910,18
2011-08-08,585,57577.00,56460.00,10.17,8.72,3.90715,1173,17.63586,22,1,White,6681,43
2011-08-09,185,43427.00,53117.00,14.86,9.37,3.15163,2799,7.60019,14,4,Black,4814,15
2011-08-10,554,18430.00,51842.00,16.20,5.92,2.62951,4947,6.06321,29,1,Red,5680,18
2011-08-11,641,47255.00,46401.00,18.08,4.77,3.99386,2791,7.68459,54,3,White,3495,50
2011-08-12,311,65018.00,16205.00,10.87,9.02,2.86259,2427,5.27956,25,3,Blue,4010,21
2011-08-13,95,50132.00,36336.00,16.86,2.16,3.73043,1231,7.17505,45,1,White,5896,7
2011-08-14,389,25528.00,16581.00,18.94,8.75,3.67876,2590,19.88457,19,4,Blue,7235,8
2011-08-15,502,17433.00,34621.00,11.00,2.62,3.25328,3288,6.78899,40,4,Blue,1796,43
2011-08-16,404,78551.00,44307.00,7.93,1.31,3.99084,2079,16.97262,50,2,Blue,2204,38
2011-08-17,738,47555.00,54194.00,11.01,3.87,4.01267,1521,16.44067,38,4,White,7564,25
2011-08-18,852,73391.00,34885.00,10.96,6.15,4.20492,5961,13.87759,29,1,Blue,5410,37
2011-08-19,949,76953.00,42149.00,8.64,8.49,4.60355,2815,6.24498,58,2,Silver,6469,58
2011-08-20,499,30166.00,22216.00,9.87,7.21,3.87686,4286,12.42489,32,4,Red,7216,48
2011-08-21,201,35728.00,24140.00,19.93,4.40,1.55261,2896,12.78394,36,1,White,7442,1
2011-08-22,451,29642.00,19075.00,14.80,4.85,3.44131,1410,7.45464,23,1,Red,3087,17
2011-08-23,630,39994.00,31835.00,13.56,8.40,2.89576,2323,10.60084,25,4,Black,7085,42
2011-08-24,850,39611.00,34885.00,10.31,4.71,1.55656,3382,6.98311,20,2,Silver,8679,35
2011-08-25,933,71128.00,23048.00,7.83,5.08,3.04061,2282,5.55937,52,3,Silver,5318,13
2011-08-26,314,17843.00,29624.00,17.97,6.28,4.59880,5528,5.41241,43,4,Silver,1074,15
2011-08-27,834,24436.00,56106.00,16.78,9.54,4.63420,2280,18.85589,32,3,Silver,3350,43
2011-08-28,817,71974.00,33963.00,13.19,6.89,2.54326,5956,9.34064,17,1,Silver,9059,34
2011-08-29,500,33526.00,56403.00,6.37,9.31,1.90282,1826,7.81813,59,4,Red,4376,42
2011-08-30,678,37153.00,32415.00,15.67,5.97,2.14987,5117,11.97991,57,4,Blue,6264,16
2011-08-31,664,48675.00,31554.00,15.83,8.21,4.06805,3735,10.29070,32,4,Black,5298,40
2011-09-01,126,32369.00,47316.00,8.68,1.90,2.02688,5430,14.73646,47,4,Blue,8375,56
2011-09-02,40,31471.00,29817.00,18.47,0.84,2.33567,3335,19.25027,35,2,Red,3012,26
2011-09-03,425,33292.00,42885.00,11.52,1.71,1.68867,5500,18.76598,38,2,Silver,8367,51
2011-09-04,392,30707.00,46843.00,11.26,4.34,4.16614,2722,6.46437,48,4,Silver,1267,50
2011-09-05,74,58294.00,53198.00,7.76,1.71,3.25689,1624,18.88471,13,2,Red,7400,8
2011-09-06,842,75031.00,15915.00,18.65,2.13,1.36080,5429,12.94051,36,1,Blue,5808,8
2011-09-07,149,52471.00,26418.00,10.81,0.64,1.18203,5415,13.50384,20,4,Blue,7308,7
2011-09-08,303,42469.00,55023.00,19.93,3.27,2.60834,5413,16.22759,16,2,Silver,1097,12
2011-09-09,650,39520.00,16982.00,9.54,0.56,3.64017,5417,11.25892,25,1,Black,7855,11
2011-09-10,641,65834.00,37178.00,10.45,9.28,4.25361,3536,13.10341,13,2,White,8099,32
2011-09-11,886,20776.00,41706.00,10.26,8.70,4.75841,2659,19.98933,54,4,Black,9045,37
2011-09-12,300,42716.00,37100.00,10.02,5.11,2.06502,5323,6.64919,28,4,Silver,9695,4
2011-09-13,901,31782.00,37168.00,16.13,6.53,2.71468,2045,6.32447,41,2,Red,6447,56
2011-09-14,28,75407.00,41278.00,17.37,8.74,1.92122,4866,15.23214,46,1,Red,4080,16
2011-09-15,810,29987.00,47885.00,7.56,5.89,4.55447,1050,19.63334,56,2,Silver,5950,47
2011-09-16,432,43631.00,41568.00,11.22,2.67,3.03117,1516,6.74537,30,4,Red,1766,54
2011-09-17,937,68505.00,26720.00,17.33,9.37,1.93240,4058,11.46124,50,4,White,6991,32
2011-09-18,405,75396.00,57132.00,11.55,1.96,3.41393,3411,19.16906,56,4,White,8648,23
2011-09-19,903,35027.00,13714.00,7.93,8.36,3.93339,2522,17.68390,12,3,Silver,5700,37
2011-09-20,128,37994.00,45717.00,8.69,5.64,4.74499,2826,12.84013,35,2,White,8000,7
2011-09-21,225,61919.00,21544.00,9.14,9.05,4.06625,3769,11.18218,44,1,Black,2906,8
2011-09-22,220,20018.00,52907.00,18.56,2.95,3.74363,1671,19.16205,37,4,Black,4617,60
2011-09-23,933,20493.00,13184.00,16.41,8.96,3.08927,2581,9.81446,29,2,White,9031,2
2011-09-24,811,43364.00,26205.00,11.65,1.14,3.55504,2215,14.96117,48,2,Black,1613,51
2011-09-25,787,74177.00,47599.00,9.98,7.98,2.94985,1763,9.17486,27,1,Silver,1000,42
2011-09-26,911,18369.00,42503.00,7.41,7.00,1.69526,2712,17.23554,29,3,Red,2998,49
2011-09-27,718,36168.00,30645.00,5.03,7.44,2.69685,3484,8.82909,22,4,Blue,5853,8
2011-09-28,520,33642.00,24411.00,12.99,2.50,3.50413,4356,9.37484,45,2,Silver,6137,30
2011-09-29,653,56540.00,23917.00,19.40,6.57,1.08029,4836,17.56450,29,3,Silver,1286,48
2011-09-30,119,40411.00,34032.00,19.28,8.90,2.29137,4681,11.33777,25,4,Silver,1116,31
2011-10-01,469,61953.00,19899.00,15.39,1.14,2.36007,2395,10.12746,43,2,Black,8125,35
2011-10-02,534,21530.00,37095.00,17.06,0.98,1.07399,3633,17.17773,12,4,White,6531,5
2011-10-03,851,64686.00,50131.00,19.31,8.57,2.22546,1384,6.14138,15,3,Red,1214,1
2011-10-04,149,38037.00,12761.00,5.60,7.96,4.72514,1967,7.30796,27,1,Red,1233,56
2011-10-05,919,21154.00,51813.00,19.35,4.11,3.59139,3938,6.51554,27,4,White,1967,36
2011-10-06,265,33092.00,27449.00,17.48,0.21,3.48782,2241,5.35094,21,2,Black,8782,39
2011-10-07,943,45824.00,34340.00,16.44,4.13,3.67898,2762,10.58203,39,4,Black,2332,5
2011-10-08,751,58142.00,56574.00,16.62,1.14,1.21189,2560,19.62989,20,2,Red,2810,36
2011-10-09,638,22285.00,23096.00,16.40,8.80,4.73577,5649,14.33606,17,4,White,5125,7
2011-10-10,158,31485.00,46950.00,12.70,8.97,1.92228,4743,8.71745,21,2,Black,2912,19
2011-10-11,317,21821.00,37476.00,17.21,8.25,1.27113,2129,9.99503,17,2,Black,8129,7
2011-10-12,211,25895.00,56609.00,7.41,3.31,2.91082,4342,14.99069,13,4,Black,3736,18
2011-10-13,943,48617.00,53545.00,17.56,5.52,4.86715,2947,10.72764,18,4,Black,6344,19
2011-10-14,495,59134.00,31948.00,8.10,2.86,2.13158,4634,12.22172,19,2,Black,1227,6
2011-10-15,772,41599.00,18596.00,16.89,2.43,1.09374,3265,7.79097,29,1,Blue,7802,32
2011-10-16,547,32985.00,48548.00,8.06,1.43,4.63328,1891,12.21468,21,4,Blue,6570,52
2011-10-17,567,63103.00,14944.00,8.46,9.11,3.05634,2378,9.07413,19,1,Silver,1108,46
2011-10-18,781,51101.00,37484.00,13.15,6.10,4.39364,3303,19.46456,51,4,Silver,8174,30
2011-10-19,541,25566.00,36978.00,9.31,1.38,3.83701,4103,5.97217,26,3,White,9802,41
2011-10-20,920,30950.00,17731.00,17.55,1.43,3.61650,3985,6.80330,36,1,Silver,1442,26
2011-10-21,189,42802.00,51950.00,7.05,1.40,1.98944,2278,19.64172,43,2,Silver,8460,51
2011-10-22,384,71200.00,30797.00,10.31,9.13,3.09501,4215,12.07035,33,2,Red,7657,16
2011-10-23,867,47200.00,32269.00,19.84,3.03,3.27753,1037,8.82018,58,1,Black,6283,12
2011-10-24,396,66277.00,31413.00,6.61,2.91,3.71011,5348,13.02323,35,1,Black,9285,30
2011-10-25,84,22960.00,21254.00,10.87,3.38,3.81436,4415,16.80002,20,3,Silver,1776,13
2011-10-26,576,61943.00,34537.00,9.03,5.72,1.70177,3241,9.71917,41,3,White,1752,38
2011-10-27,401,42952.00,40275.00,5.37,9.83,4.41036,4095,14.07084,57,4,White,8399,21
2011-10-28,718,63981.00,55817.00,6.82,2.38,2.45110,2986,19.16011,16,1,White,5880,8
2011-10-29,144,34573.00,12688.00,18.39,2.31,3.90973,4814,7.77545,22,3,Silver,1834,24
2011-10-30,78,42755.00,46293.00,13.13,9.26,4.26883,4809,14.38164,35,4,Blue,1357,52
2011-10-31,562,24792.00,12835.00,19.51,2.68,2.24563,4355,8.48741,40,2,White,9071,27
2011-11-01,106,65254.00,50413.00,17.91,5.02,2.02744,3867,7.60933,48,3,Silver,3403,40
2011-11-02,162,24948.00,15575.00,17.98,5.03,4.94064,4096,6.29771,50,1,Silver,2326,8
2011-11-03,921,32696.00,55854.00,19.57,9.65,2.39873,4713,14.77579,47,4,Blue,1904,21
2011-11-04,60,19350.00,13591.00,5.35,0.66,3.39814,3724,14.03605,14,4,Blue,8353,21
2011-11-05,928,64467.00,54425.00,19.84,1.87,4.03877,2748,5.30683,22,3,Red,9455,36
2011-11-06,877,79961.00,12793.00,16.85,3.28,2.80375,4235,13.75222,57,3,Black,2023,54
2011-11-07,345,78991.00,18630.00,5.20,1.08,2.01222,1834,12.42300,24,1,Red,1331,33
2011-11-08,992,16782.00,32665.00,19.07,1.43,3.18506,5866,16.57121,57,1,White,1323,38
2011-11-09,504,64823.00,58095.00,18.00,6.98,3.28431,3712,9.86570,14,1,Silver,2527,4
2011-11-10,724,15597.00,27616.00,10.92,9.91,4.16742,3211,13.08041,15,2,Red,6215,22
2011-11-11,188,61794.00,46294.00,13.44,5.89,3.92100,3297,19.45827,34,3,Blue,2754,7
2011-11-12,174,59863.00,31304.00,9.12,2.14,2.00102,3655,15.65094,30,4,Red,6248,37
2011-11-13,156,61488.00,48515.00,16.01,4.38,3.37500,3163,11.40522,51,3,Silver,6000,57
2011-11-14,632,33063.00,20906.00,14.42,4.06,3.30324,1523,7.22891,41,2,Silver,9490,22
2011-11-15,703,41688.00,54245.00,5.87,6.47,2.36052,1560,11.86354,35,1,Black,1092,51
2011-11-16,394,50449.00,43692.00,10.97,1.37,3.10261,2505,10.85952,25,4,White,4138,8
2011-11-17,335,52271.00,37118.00,15.46,0.25,3.18174,5251,18.91741,24,4,Black,8865,7
2011-11-18,903,75730.00,47956.00,14.49,8.45,3.58380,2826,9.36731,12,1,Blue,6641,12
2011-11-19,590,70623.00,56393.00,6.66,1.32,1.08887,2919,12.98946,38,3,White,8670,6
2011-11-20,178,50174.00,33699.00,6.89,0.66,3.52221,5141,16.58455,53,1,Silver,6912,1
2011-11-21,182,25587.00,52555.00,6.07,4.71,1.30072,2169,18.01161,24,1,Red,1711,6
2011-11-22,22,77547.00,44697.00,18.28,4.89,2.63370,2128,16.86614,23,4,Silver,5481,33
2011-11-23,15,70976.00,49711.00,12.87,8.04,1.58531,4475,17.49805,40,1,Blue,8888,47
2011-11-24,531,60737.00,45329.00,17.36,5.91,4.55455,5642,5.86870,32,4,Blue,4917,14
2011-11-25,806,37267.00,19479.00,18.17,1.65,3.22444,1851,5.65383,50,4,White,5969,19
2011-11-26,779,53354.00,21965.00,8.62,7.34,3.69951,2148,11.82464,14,4,Red,4281,24
2011-11-27,133,24016.00,15987.00,18.32,7.74,1.77935,3806,19.34173,42,4,Black,5844,41
2011-11-28,488,21141.00,29947.00,8.08,8.02,4.28761,2777,15.52978,30,3,Black,3585,1
2011-11-29,289,79918.00,50647.00,18.04,6.44,3.90941,2240,9.19665,20,1,Black,5195,50
2011-11-30,218,53955.00,24504.00,12.06,6.62,3.76618,4212,17.69425,57,4,Silver,2584,37
2011-12-01,537,52308.00,25427.00,13.55,4.84,3.73889,5607,18.48976,52,3,Blue,9498,4
2011-12-02,48,31142.00,35792.00,12.85,3.71,1.14409,2802,18.45595,40,3,Silver,9475,10
2011-12-03,460,19261.00,19464.00,9.14,9.24,4.24183,4382,11.54729,45,3,Blue,2040,24
2011-12-04,361,63848.00,15981.00,6.81,1.19,1.81445,3743,10.31793,37,1,Black,1031,33
2011-12-05,997,23288.00,31220.00,11.47,6.77,2.56699,5560,8.22168,20,3,Silver,8817,44
2011-12-06,620,57215.00,23543.00,12.78,3.80,2.56367,5504,15.94039,35,4,Blue,4685,52
2011-12-07,704,44352.00,52849.00,18.86,0.86,4.88604,5250,7.87983,15,1,Blue,6760,58
2011-12-08,72,22585.00,46303.00,13.77,6.34,2.44482,2633,8.46207,53,4,White,9998,37
2011-12-09,234,40376.00,38401.00,14.00,0.95,2.28023,2509,14.53722,59,2,Red,6969,14
2011-12-10,412,72787.00,53703.00,9.03,8.64,2.58497,2270,16.33780,21,3,White,6873,45
2011-12-11,854,20983.00,20297.00,5.42,1.77,4.22238,1029,8.55054,19,1,White,9197,46
2011-12-12,421,76420.00,38718.00,10.83,0.73,2.30674,4898,12.41542,33,4,Black,9334,45
2011-12-13,569,24311.00,12002.00,9.77,6.75,3.49950,2995,6.49881,22,1,Silver,6344,38
2011-12-14,479,73589.00,24323.00,7.64,5.71,2.82967,1168,7.44030,59,1,Silver,3080,12
2011-12-15,611,48052.00,58884.00,7.52,6.80,2.80741,5868,11.05709,44,2,Silver,5855,22
2011-12-16,948,27975.00,14184.00,18.47,4.24,1.15493,2901,12.15843,50,2,White,4106,16
2011-12-17,229,31073.00,33234.00,5.60,1.84,3.32102,4714,11.69631,43,3,Red,2556,11
2011-12-18,59,78166.00,42763.00,17.04,9.10,3.23415,5722,12.12911,28,4,White,8226,35
2011-12-19,137,43915.00,49250.00,7.65,9.92,1.59764,2269,16.24525,57,4,Black,2452,30
2011-12-20,178,28337.00,13159.00,7.30,9.67,3.67057,3395,16.48772,15,4,Red,5797,7
2011-12-21,837,50927.00,25554.00,16.62,6.88,4.41327,4611,9.68655,55,1,Silver,8789,19
2011-12-22,528,37177.00,22503.00,14.70,5.10,2.10651,1118,15.58755,24,3,Blue,5695,49
2011-12-23,307,25736.00,39379.00,17.12,5.67,4.58457,5206,17.14868,19,4,Silver,4639,60
2011-12-24,784,28474.00,46680.00,8.15,0.59,2.59701,2324,13.56988,30,4,Red,3203,27
2011-12-25,239,33597.00,14687.00,6.84,2.58,3.78087,5102,11.35528,39,2,White,1854,26
2011-12-26,141,43633.00,45976.00,18.73,8.33,4.02854,3873,18.32175,23,1,Blue,1468,51
2011-12-27,733,68649.00,30608.00,11.64,9.81,1.48945,1207,11.64021,51,1,Red,5939,52
2011-12-28,864,66447.00,56795.00,19.88,6.75,2.58352,4363,18.00372,34,1,Black,8351,14
2011-12-29,139,63748.00,30826.00,13.78,1.10,2.29894,1515,5.77845,13,3,Silver,2046,44
2011-12-30,830,67338.00,42006.00,5.09,3.59,4.32820,3494,10.12234,51,2,Red,1390,60
2011-12-31,608,75647.00,16944.00,18.89,7.46,1.31986,3652,16.57838,23,4,Black,7825,4
2012-01-01,748,55858.00,22432.00,15.86,5.61,2.95773,4438,6.36224,50,2,Silver,1904,53
2012-01-02,71,70628.00,54691.00,19.29,8.28,3.07120,4287,17.22847,42,2,Black,5656,17
2012-01-03,192,40549.00,13319.00,11.80,7.79,3.56114,1192,9.41313,31,4,White,7520,10
2012-01-04,455,33662.00,23983.00,19.70,8.27,2.11401,4584,8.36896,44,1,Blue,6953,20
2012-01-05,684,53236.00,32895.00,19.39,0.43,2.47226,2450,8.17058,22,3,White,7668,20
2012-01-06,988,62465.00,55838.00,19.57,8.79,2.89845,1019,15.52134,12,4,Blue,4534,16
2012-01-07,717,18378.00,32840.00,14.20,6.69,4.34203,2804,14.29675,14,2,Blue,4251,10
2012-01-08,268,50761.00,25289.00,15.30,6.10,4.24623,5888,10.89832,26,2,Red,7333,8
2012-01-09,245,55600.00,16911.00,14.39,4.91,4.72578,2162,13.81117,53,2,Black,1096,55
2012-01-10,629,48731.00,59692.00,11.04,4.65,3.70688,5114,15.65031,14,1,White,1563,11
2012-01-11,427,31024.00,49268.00,8.01,9.43,3.95964,1100,10.85144,59,3,Red,5505,17
2012-01-12,394,67509.00,46144.00,8.18,1.00,3.58094,4253,13.20901,36,2,Red,2837,5
2012-01-13,641,26716.00,48958.00,13.25,8.91,2.49083,2924,8.22144,22,2,Silver,3896,3
2012-01-14,987,27233.00,32649.00,8.74,7.10,4.54317,4520,14.71281,29,1,Silver,6823,53
2012-01-15,750,21468.00,28212.00,8.68,3.00,1.16107,1035,16.36395,40,2,Blue,3205,24
2012-01-16,801,16840.00,57063.00,19.00,9.69,4.70051,4152,11.58092,47,4,Black,8452,9
2012-01-17,772,53248.00,18731.00,18.55,8.97,4.37499,4638,8.42157,40,1,White,4036,34
2012-01-18,843,69565.00,44325.00,11.98,0.13,4.58180,5792,7.44656,39,3,Blue,1335,31
2012-01-19,331,15762.00,49382.00,7.67,9.60,4.35005,4596,16.26409,55,4,Red,1853,39
2012-01-20,267,20826.00,22857.00,11.02,2.92,3.84293,2853,15.33596,24,4,Blue,5803,27
2012-01-21,513,74478.00,33546.00,10.73,2.27,1.83651,4027,10.15102,22,2,Black,7243,17
2012-01-22,542,30415.00,56763.00,14.36,4.51,4.91896,3846,14.24857,12,2,White,7993,4
2012-01-23,86,64352.00,30284.00,19.12,3.53,1.71137,2389,15.23529,49,3,Silver,4535,10
2012-01-24,212,63173.00,27577.00,14.38,7.28,1.90692,3619,8.98628,57,3,White,8700,37
2012-01-25,873,37848.00,45572.00,9.96,4.93,3.88923,5309,18.51178,42,3,Red,6362,45
2012-01-26,48,19155.00,23588.00,17.98,8.40,3.55897,4849,16.64370,42,3,Blue,3441,59
2012-01-27,463,70749.00,44043.00,18.69,3.54,2.85708,4600,14.40449,50,3,Black,9635,53
2012-01-28,194,35748.00,17296.00,17.12,7.82,3.75555,4166,6.85614,15,4,Black,8653,1
2012-01-29,799,56915.00,50532.00,5.01,4.76,3.50140,1429,11.48610,38,4,Black,6104,10
2012-01-30,868,39394.00,21195.00,12.82,3.70,4.13698,5115,17.50256,12,2,Red,1346,27
2012-01-31,199,78259.00,26885.00,17.02,1.91,2.92922,4770,7.98851,33,4,Silver,2291,55
2012-02-01,367,35866.00,13622.00,10.62,7.07,2.13589,5089,17.90437,46,4,White,9302,34
2012-02-02,850,26891.00,12984.00,10.39,7.99,4.54331,5574,6.30839,13,4,Silver,2907,49
2012-02-03,402,57254.00,21913.00,5.81,5.11,3.34667,5100,14.71733,55,1,Blue,3276,11
2012-02-04,646,40455.00,47787.00,11.29,1.02,2.88677,4275,5.82482,28,2,Silver,3924,46
2012-02-05,934,50185.00,25092.00,16.80,6.10,4.42498,3634,7.51944,15,3,Red,4345,40
2012-02-06,265,41592.00,25558.00,12.17,6.79,3.21365,2632,16.84893,30,1,Red,7818,57
2012-02-07,111,32798.00,15327.00,12.65,4.28,3.54421,3708,19.40933,23,3,Silver,8388,16
2012-02-08,920,72340.00,31401.00,9.10,6.52,2.46038,4080,5.90671,31,2,Silver,7192,53
2012-02-09,777,30492.00,27151.00,7.21,9.20,3.07822,3346,13.46840,56,4,Red,2968,43
2012-02-10,603,19290.00,36359.00,11.31,2.03,3.34452,2693,14.59676,44,2,Blue,3191,4
2012-02-11,444,79194.00,49952.00,8.70,3.81,1.93959,3629,8.09285,46,1,Red,2961,44
2012-02-12,42,46277.00,15141.00,11.53,0.91,4.00957,5104,16.92529,45,1,White,2513,46
2012-02-13,258,34673.00,25685.00,15.87,8.42,1.70353,2993,15.24992,36,2,Blue,1533,58
2012-02-14,577,24289.00,29682.00,5.47,8.13,4.40955,5539,8.23301,47,3,White,5400,10
2012-02-15,738,50322.00,25429.00,6.43,5.60,2.06975,2427,13.54231,15,1,White,4341,45
2012-02-16,784,74359.00,22934.00,12.04,8.46,4.72929,1493,6.59763,57,3,Red,3192,44
2012-02-17,265,29974.00,32233.00,10.21,9.29,2.22669,1479,9.25500,28,2,White,8271,24
2012-02-18,25,46512.00,46454.00,7.55,1.05,3.70817,3680,19.21152,16,3,Blue,7301,52
2012-02-19,243,54247.00,33545.00,16.39,4.79,2.57583,1019,10.61057,35,2,Blue,9938,2
2012-02-20,366,76970.00,56945.00,16.21,2.66,4.21032,2019,7.31074,36,1,Blue,9214,15
2012-02-21,793,15270.00,26224.00,19.59,5.88,4.71581,1900,14.90843,46,2,Red,1529,49
2012-02-22,614,45795.00,16986.00,15.27,4.79,2.51893,4392,10.14366,43,2,White,7084,10
2012-02-23,739,34626.00,59445.00,19.30,4.11,3.72649,3532,10.86741,44,3,Silver,8041,34
2012-02-24,408,40327.00,18955.00,19.67,5.96,1.62726,4146,14.14267,33,1,Silver,2277,30
2012-02-25,800,37944.00,35474.00,7.22,7.83,1.33233,4262,14.36266,43,3,White,7877,47
2012-02-26,716,65253.00,54679.00,7.66,9.20,2.65631,4158,6.65416,47,4,Silver,9479,27
2012-02-27,996,53798.00,46593.00,5.73,7.92,4.82857,4145,7.01988,37,4,Blue,9614,18
2012-02-28,539,35970.00,20881.00,8.98,3.34,2.13366,3575,15.01841,49,2,Red,5405,16
2012-02-29,502,17066.00,34607.00,14.75,3.07,3.09477,4162,14.82061,23,1,Black,9182,55
2012-03-01,57,44982.00,16895.00,8.35,2.65,2.50757,1398,11.45010,50,2,Blue,3794,15
2012-03-02,668,66018.00,50948.00,16.32,6.06,2.78563,1141,5.81593,54,4,Silver,3697,12
2012-03-03,98,65103.00,15252.00,11.81,8.22,4.50021,2241,19.68788,54,2,Red,4465,4
2012-03-04,786,15633.00,24925.00,10.95,5.70,4.01206,5855,7.17393,30,1,Silver,7919,14
2012-03-05,894,73082.00,58260.00,7.41,6.96,3.68635,3032,11.28115,33,3,Silver,6378,37
2012-03-06,672,61765.00,18074.00,17.28,9.10,2.86982,2663,9.23354,59,1,Red,6075,18
2012-03-07,227,39803.00,36582.00,18.34,1.64,4.53292,2047,5.88759,45,2,Silver,8403,14
2012-03-08,339,58819.00,49163.00,9.71,9.77,1.20083,2551,13.96373,25,3,Red,1230,50
2012-03-09,793,24070.00,46131.00,14.59,8.36,2.13458,1548,10.61392,42,3,Blue,1769,40
2012-03-10,745,20205.00,26284.00,5.47,2.57,3.44585,3394,13.57346,35,3,Black,3774,53
2012-03-11,764,78060.00,37332.00,11.60,1.08,4.24743,3856,16.67716,31,3,Silver,4879,14
2012-03-12,454,30894.00,48127.00,12.96,9.95,2.53277,4617,17.56241,49,1,Silver,3412,58
2012-03-13,823,39015.00,42978.00,12.23,3.42,4.27226,4998,7.76140,13,1,Black,9747,26
2012-03-14,548,64569.00,26104.00,9.40,1.90,2.44553,1037,16.40362,43,2,White,3039,3
2012-03-15,921,57168.00,13601.00,13.47,1.86,4.78714,3189,9.42154,50,4,Blue,1524,33
2012-03-16,206,76403.00,13181.00,16.93,4.28,3.52244,1242,15.77032,19,1,White,4186,41
2012-03-17,393,62969.00,50686.00,17.66,1.01,2.21738,2677,18.57136,24,2,White,9089,16
2012-03-18,246,21112.00,37989.00,18.57,3.03,1.60364,4907,11.86493,26,4,Black,6887,52
2012-03-19,135,77299.00,55746.00,6.76,7.60,3.47336,5445,17.51833,42,1,White,3693,31
2012-03-20,660,33016.00,41112.00,19.42,2.55,2.59390,1101,18.88398,17,2,Red,4897,15
2012-03-21,862,19593.00,58025.00,15.74,8.73,3.10399,2407,17.63302,27,2,Silver,5677,1
2012-03-22,185,50292.00,35944.00,10.23,3.41,4.29447,3533,18.78512,32,4,Black,6991,48
2012-03-23,952,26645.00,53336.00,6.66,7.69,1.27151,4052,15.52945,35,1,Blue,1081,24
2012-03-24,895,23965.00,44362.00,19.83,9.69,3.92339,1256,8.34818,55,3,Silver,4337,36
2012-03-25,313,20652.00,53273.00,10.90,9.20,3.56969,3558,6.38960,21,3,Red,7666,20
2012-03-26,591,51221.00,20042.00,17.72,0.93,3.94525,5176,6.75624,55,3,White,1053,44
2012-03-27,568,63777.00,24127.00,18.46,1.18,1.96410,2143,13.76635,36,4,Silver,6198,46
2012-03-28,804,54525.00,36919.00,10.55,5.98,3.29346,4628,9.13953,55,3,White,2955,25
2012-03-29,615,60606.00,20333.00,12.07,2.23,1.91155,4299,19.58804,30,2,Red,8398,23
2012-03-30,511,18857.00,49078.00,7.98,8.89,4.96289,1416,10.53629,26,3,White,1660,43
2012-03-31,439,19358.00,20876.00,9.18,3.90,4.56864,5765,5.77827,29,2,White,6931,16
2012-04-01,529,39004.00,53141.00,13.75,7.81,4.00606,1633,13.39295,30,1,Blue,5379,4
2012-04-02,781,38754.00,26909.00,15.07,2.79,3.97495,1600,6.55283,34,1,White,6376,41
2012-04-03,931,40694.00,42671.00,8.49,9.83,4.89197,3627,8.48604,17,3,Red,3912,14
2012-04-04,715,18074.00,32153.00,14.20,0.72,2.51033,5429,13.50507,29,3,White,3169,15
2012-04-05,294,58886.00,36750.00,11.40,1.02,3.54460,3677,13.16409,30,4,White,6174,11
2012-04-06,857,44074.00,24135.00,10.16,3.97,4.30255,5349,13.09470,16,4,Blue,8595,27
2012-04-07,890,46800.00,56032.00,9.95,0.89,2.62415,1373,17.99015,18,3,Black,3027,2
2012-04-08,593,31170.00,42955.00,8.37,1.18,2.63050,4499,6.51255,57,4,Black,7451,12
2012-04-09,58,22711.00,23210.00,17.41,7.74,3.78267,1046,15.11732,34,1,Red,5256,14
2012-04-10,265,79797.00,47960.00,11.36,5.27,3.28414,4636,17.63652,30,2,Blue,7214,9
2012-04-11,880,28876.00,32180.00,9.26,3.93,3.30794,3407,16.16353,24,1,White,1656,37
2012-04-12,721,33482.00,12444.00,8.16,6.67,1.87788,3212,9.62133,47,3,White,9491,18
2012-04-13,363,78419.00,42273.00,12.36,8.11,3.90215,2117,7.46011,36,1,White,7760,25
2012-04-14,784,63476.00,59621.00,9.56,0.85,4.83362,3471,13.28958,56,1,Red,1235,60
2012-04-15,514,27644.00,22893.00,6.45,7.77,3.36196,5477,19.55132,28,2,White,2852,18
2012-04-16,348,47562.00,33728.00,19.86,6.74,1.91801,1722,15.07572,47,1,Blue,1736,7
2012-04-17,556,76781.00,15680.00,16.70,6.03,1.56253,2810,15.07600,48,4,Red,3965,19
2012-04-18,175,20180.00,31948.00,16.39,0.77,2.57022,3825,16.39255,51,2,Silver,8047,58
2012-04-19,879,35131.00,28804.00,13.00,10.00,3.72131,3267,5.89743,57,1,White,9806,28
2012-04-20,621,18408.00,15521.00,10.02,3.76,2.99297,2839,18.78996,39,3,Blue,5145,54
2012-04-21,754,51585.00,35457.00,8.67,6.06,4.63725,3418,14.48562,20,1,Silver,8797,24
2012-04-22,795,76713.00,49881.00,13.04,4.53,3.52060,2124,7.44787,39,2,Black,7616,50
2012-04-23,117,20915.00,15419.00,7.14,1.34,3.25348,3279,9.53548,38,2,Black,3394,51
2012-04-24,457,53611.00,13848.00,6.14,0.31,2.53617,5719,6.61933,48,4,Blue,9087,54
